Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Road_Type,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Urban_or_Rural_Area,Accident_Severity
0,0,2,6,3,30,9,4,0,4,4,1,2
0,0,5,7,6,30,7,4,0,4,4,1,2
0,0,2,7,6,40,3,4,0,4,4,2,2
0,0,6,0,3,30,7,4,0,0,4,1,3
0,0,3,0,6,30,6,2,0,0,4,2,3
0,0,6,0,3,70,5,4,0,0,6,2,1
0,0,3,5,6,30,3,3,0,1,1,2,3
0,0,4,5,6,30,3,3,0,0,4,2,3
0,0,1,5,3,30,3,4,0,0,1,2,2
0,0,4,7,6,50,8,4,0,0,6,2,2
0,0,4,5,6,40,9,4,0,0,5,2,3
0,0,6,5,3,30,1,4,0,5,1,1,3
0,0,6,5,6,30,7,4,0,0,6,1,3
0,0,4,7,1,30,2,4,0,0,4,2,2
0,0,3,7,6,30,7,4,0,0,1,2,3
0,0,7,5,7,30,1,4,0,0,4,2,3
0,0,5,4,6,30,3,3,0,4,1,1,3
0,0,5,2,2,30,6,2,0,5,4,1,3
0,0,2,3,6,40,9,4,0,8,1,1,2
0,0,6,5,6,30,6,4,0,5,1,1,1
0,0,3,7,6,30,3,4,0,1,4,2,3
0,0,3,3,1,30,1,1,0,0,4,2,3
0,0,2,5,6,30,3,4,0,4,4,2,3
0,0,3,3,3,40,3,4,0,0,1,2,2
0,0,3,5,6,30,9,4,0,0,5,2,3
0,0,6,2,6,30,3,4,0,5,1,2,3
0,0,5,3,6,30,5,4,0,8,1,2,3
0,0,4,1,6,40,8,4,0,0,1,2,3
0,0,2,6,6,30,3,4,0,0,4,2,1
0,0,3,6,6,60,9,2,0,0,6,2,3
0,0,3,7,6,60,3,2,0,0,6,2,3
0,0,3,1,3,40,3,4,0,0,4,2,3
0,0,2,3,6,30,6,4,0,5,1,2,3
0,0,4,6,6,30,1,4,0,4,1,2,3
0,0,3,4,6,30,7,2,0,5,1,2,3
0,0,1,5,1,30,2,4,0,8,1,2,3
0,0,5,4,3,40,3,3,0,0,1,2,3
0,0,2,6,6,60,7,2,0,5,1,1,3
0,0,4,2,6,60,3,2,0,0,1,1,3
0,0,5,4,1,60,2,1,0,0,1,1,3
0,0,6,5,7,70,1,4,0,0,4,1,3
0,0,6,5,7,70,5,4,0,0,1,2,2
1,0,6,2,3,70,5,4,0,0,1,1,3
0,0,7,7,3,60,5,4,0,0,4,1,3
0,0,7,1,7,30,5,4,0,0,4,1,3
0,0,1,6,6,60,7,2,0,0,4,2,2
0,0,3,4,6,30,7,4,2,4,1,1,3
0,0,6,5,3,50,7,4,0,0,1,1,3
0,0,7,7,6,50,9,4,0,0,1,2,2
0,0,1,4,3,50,6,4,0,0,1,1,3
0,0,5,5,6,60,3,3,0,0,4,2,3
1,0,7,3,6,30,9,4,0,0,1,2,3
0,0,6,6,7,60,5,3,0,0,1,1,3
0,0,2,5,3,60,7,1,0,0,4,2,2
0,0,4,5,6,30,7,4,0,4,1,2,3
0,0,3,6,1,30,1,4,0,0,4,2,2
0,0,6,4,2,30,6,4,0,0,1,2,3
0,0,2,3,1,40,1,4,0,8,1,2,3
0,0,1,3,6,30,1,4,0,1,1,1,2
1,0,5,1,6,20,3,4,0,0,4,1,3
0,0,7,7,6,30,3,4,1,8,4,1,3
0,0,6,3,3,70,5,4,0,0,7,2,3
0,0,6,4,2,30,9,4,0,8,1,1,3
0,0,1,5,6,30,5,4,0,0,1,2,2
0,0,1,6,7,70,3,2,0,0,1,2,3
0,0,3,5,6,60,1,4,0,8,4,2,3
0,0,3,4,6,40,7,2,0,0,1,2,3
0,0,4,3,6,40,3,4,0,0,1,2,1
0,0,4,3,7,60,1,2,0,0,1,2,2
0,0,6,1,6,60,3,2,0,0,1,2,3
0,0,1,3,6,20,3,4,0,4,1,2,3
0,0,2,3,6,40,7,2,0,0,1,2,2
0,0,3,2,6,30,1,4,0,8,1,2,3
0,0,4,6,6,60,1,4,0,0,4,2,3
0,0,5,7,2,30,9,2,0,5,4,1,3
0,0,6,3,6,30,7,2,0,0,1,2,3
0,0,4,5,2,30,3,4,0,0,1,2,3
0,0,5,4,7,30,6,4,0,0,1,2,3
0,0,3,7,2,30,7,3,0,0,4,2,2
0,0,3,7,3,70,6,2,0,7,4,2,3
0,0,4,2,6,30,7,3,2,0,1,1,3
0,0,7,5,6,30,6,3,0,4,5,1,3
0,0,7,5,6,40,1,4,0,0,1,2,2
0,0,1,3,1,30,2,4,0,1,1,2,3
0,0,1,5,6,60,8,4,0,0,7,2,3
0,0,2,0,6,30,6,4,0,0,7,1,3
0,0,3,4,3,70,1,4,0,0,1,1,2
0,0,7,0,3,50,1,4,0,7,4,1,3
0,0,7,0,6,30,6,4,0,0,7,2,3
0,0,7,7,2,30,6,4,0,1,4,1,3
0,0,1,3,6,30,1,2,0,0,1,1,3
0,0,1,6,1,50,1,4,0,0,1,2,2
0,0,5,6,6,30,3,4,0,4,1,2,2
0,0,1,4,6,40,3,3,0,0,1,2,2
0,0,3,2,6,50,1,2,0,0,1,2,3
0,0,5,7,6,30,3,4,0,1,1,1,2
0,0,6,5,6,30,3,4,1,5,1,1,2
0,0,6,4,6,30,6,2,1,0,1,1,2
0,0,7,5,3,50,6,2,0,7,1,2,3
0,0,4,3,6,30,8,4,2,4,1,1,3
0,0,2,4,6,30,6,2,0,7,1,2,3
0,0,2,0,6,30,1,4,0,1,4,1,3
0,0,7,0,6,30,1,4,0,0,4,1,1
0,0,1,6,6,30,3,4,0,7,1,2,2
0,0,5,4,3,30,6,4,0,0,1,2,3
0,0,2,5,6,30,8,4,0,4,1,2,3
0,0,7,5,6,50,1,2,0,0,1,2,3
0,0,3,5,1,70,1,3,0,0,1,1,3
0,0,5,5,2,30,8,3,0,4,1,1,3
0,0,7,4,7,50,3,4,0,0,1,2,3
0,0,1,5,3,50,1,2,0,0,1,2,3
0,0,2,6,2,30,1,4,0,1,1,1,3
0,0,5,3,6,20,3,4,0,0,1,1,1
1,0,4,3,3,50,1,4,0,0,1,2,3
0,0,5,6,3,30,2,4,0,0,1,1,3
0,0,3,6,1,50,1,4,0,0,7,1,3
0,0,3,5,3,40,1,2,0,0,1,2,3
0,0,1,3,3,40,1,2,0,0,1,2,3
0,0,5,0,7,30,1,4,0,7,4,1,3
0,0,2,4,3,30,1,4,0,7,1,1,3
0,0,7,7,1,30,1,2,0,0,4,2,1
0,0,7,0,6,30,6,4,0,0,4,2,2
0,0,4,3,6,50,1,2,0,0,1,2,3
0,0,5,3,3,40,3,2,0,7,1,1,3
0,0,6,2,7,60,1,4,0,0,4,2,3
0,0,3,3,3,30,5,4,0,4,1,1,3
0,0,3,5,6,30,7,4,0,0,1,2,2
0,0,7,4,3,70,5,4,0,0,1,1,2
0,0,2,0,6,60,3,4,0,8,4,2,1
0,0,5,3,6,50,1,2,0,0,1,2,3
0,0,7,1,6,30,3,4,0,0,4,2,1
0,0,1,5,6,50,1,2,0,0,1,2,3
0,0,6,5,6,30,3,2,2,4,1,1,3
0,0,7,0,6,30,3,4,0,7,4,1,3
0,0,3,5,6,30,3,3,0,0,4,2,3
0,0,3,2,6,60,3,2,0,5,1,1,3
0,0,6,2,3,30,1,4,0,0,4,2,3
0,0,7,6,3,30,1,4,0,7,4,1,2
0,0,7,7,6,30,8,4,0,0,5,1,3
0,0,4,1,3,70,5,4,0,0,4,1,3
0,0,6,6,6,30,1,4,0,7,1,1,3
0,0,6,1,6,30,6,2,0,0,4,1,2
0,0,6,5,6,40,3,4,0,7,4,1,3
0,0,1,0,7,30,5,4,0,0,6,2,3
0,0,5,3,6,30,8,4,1,0,1,1,3
0,0,4,3,6,30,3,4,0,0,7,1,3
0,0,2,4,1,50,1,1,0,0,1,1,3
0,0,4,2,1,30,1,4,2,4,5,1,3
0,0,7,7,3,30,2,4,0,0,4,1,3
0,0,6,2,3,40,5,2,0,0,1,1,3
0,0,1,6,3,30,3,2,0,4,4,2,3
0,0,6,7,2,30,5,4,0,0,4,1,2
0,0,6,6,7,30,1,4,0,0,4,1,3
0,0,4,6,6,40,6,2,0,5,4,2,1
1,0,4,3,7,50,5,4,0,0,1,2,3
0,0,2,2,3,70,1,2,0,0,4,2,3
0,0,1,6,3,30,3,2,0,5,7,1,1
0,0,5,7,6,30,6,2,0,1,4,1,3
0,0,7,4,3,40,5,4,0,4,1,1,3
0,0,7,6,1,50,1,2,0,0,4,2,3
0,0,7,7,6,30,5,4,0,0,4,2,3
0,0,3,6,2,30,6,2,2,4,7,1,3
0,0,3,0,3,70,5,4,0,1,6,2,1
0,0,1,5,3,50,1,4,0,0,1,2,2
0,0,3,5,6,50,1,4,0,0,4,2,3
0,0,1,0,6,50,2,4,0,0,4,2,3
0,0,1,2,6,50,1,4,0,0,1,2,2
0,0,7,3,7,70,5,4,0,8,1,2,2
0,0,2,0,6,30,9,4,0,0,4,1,1
0,0,1,7,3,30,6,4,0,5,4,1,3
0,0,3,4,3,50,9,4,0,0,1,2,3
0,0,6,6,3,70,3,4,0,7,4,1,1
0,0,3,6,6,30,9,1,0,0,4,1,3
0,0,5,7,3,30,6,2,0,4,4,1,2
0,0,7,3,6,30,5,4,0,0,1,2,3
0,0,7,1,6,50,9,2,0,4,1,1,3
0,0,4,7,6,30,1,3,0,0,4,1,3
0,0,7,7,9,30,6,2,0,4,4,1,3
0,0,1,4,3,50,3,2,0,0,1,2,3
0,0,6,5,6,30,9,4,1,1,1,1,3
0,0,5,4,6,50,3,4,0,0,1,1,2
0,0,6,2,3,70,1,1,0,0,1,2,3
0,0,3,4,3,30,6,2,1,1,1,1,3
0,0,6,2,6,30,3,1,0,0,1,2,3
0,0,2,2,6,60,9,1,0,0,1,2,3
0,0,4,2,2,30,7,4,0,0,1,1,3
0,0,4,5,3,40,3,2,0,7,1,2,3
0,0,6,7,6,30,8,4,0,0,7,2,3
0,0,1,0,3,30,3,4,2,4,4,1,2
0,0,3,4,7,70,1,1,0,0,1,2,3
0,0,7,7,3,30,3,2,0,0,4,1,2
0,0,6,6,9,30,6,1,0,0,1,1,2
0,0,7,5,1,60,1,1,0,0,1,2,2
0,0,3,4,3,50,1,2,0,0,1,2,3
0,0,3,6,3,40,3,2,0,0,1,2,3
0,0,6,3,3,70,5,4,0,0,1,1,1
0,0,4,5,3,40,8,4,0,1,1,2,2
0,0,3,2,2,30,9,4,0,0,1,2,3
0,0,4,6,3,30,6,2,0,5,4,2,2
0,0,6,4,3,70,3,4,0,0,1,1,1
0,0,7,5,3,40,5,4,0,0,1,1,1
0,0,5,4,2,30,9,4,2,0,1,1,3
0,0,6,6,1,30,1,4,2,0,1,1,3
0,0,7,1,3,60,3,4,0,0,7,2,3
0,0,5,3,6,30,9,1,0,5,1,1,3
0,0,7,7,3,30,3,2,0,0,7,1,3
0,0,6,4,6,30,3,2,0,0,6,1,3
0,0,1,6,3,40,3,2,0,7,1,2,3
0,0,5,7,3,30,6,4,0,4,4,1,2
0,0,3,2,3,50,8,4,0,5,1,1,3
0,0,3,6,3,30,7,2,0,7,1,1,3
0,0,5,7,3,30,7,3,0,0,4,1,3
0,0,3,4,3,60,1,2,0,0,1,1,3
0,0,7,1,3,30,1,4,0,0,4,1,2
0,0,1,4,3,30,6,4,0,5,1,1,2
0,0,5,2,6,30,9,4,0,4,1,2,3
0,0,1,3,3,40,6,2,0,4,1,1,3
0,0,7,5,2,30,9,2,0,1,1,1,3
0,0,7,7,1,30,1,4,0,0,4,1,1
0,0,6,0,3,30,9,4,0,7,4,1,3
0,0,7,7,3,50,1,2,0,5,4,1,3
0,0,5,5,6,30,7,4,0,1,1,1,2
0,0,4,6,6,30,3,4,1,0,1,1,3
0,0,5,2,1,30,1,4,2,0,1,1,3
0,0,1,3,3,30,8,2,0,0,1,1,3
0,0,4,4,3,30,1,4,0,0,1,1,2
0,0,4,6,3,70,3,2,0,0,1,2,3
0,0,4,0,6,30,6,4,0,5,4,1,3
0,0,4,2,9,50,3,2,0,5,1,1,3
0,0,1,6,3,50,3,4,0,0,1,2,2
0,0,1,2,3,50,3,4,0,0,1,2,3
0,0,6,0,6,30,7,4,0,0,4,2,3
0,0,3,6,3,50,6,4,0,0,1,2,2
0,0,5,3,9,30,9,4,0,0,1,1,2
0,0,5,2,7,70,1,2,0,0,1,2,3
0,0,7,4,6,40,7,2,0,5,1,1,2
0,0,6,5,3,30,3,4,0,0,5,1,3
0,0,6,4,6,30,9,2,0,0,1,2,2
0,0,1,5,6,30,9,4,2,4,1,1,3
0,0,1,6,3,30,8,4,0,0,1,1,3
0,0,2,7,7,30,5,4,0,0,1,1,3
0,0,5,3,6,30,1,4,0,1,1,1,2
0,0,3,2,6,30,6,2,0,0,1,2,2
0,0,2,2,1,50,1,4,0,0,1,1,2
0,0,7,2,6,30,1,2,0,0,1,1,2
0,0,7,4,3,50,7,2,0,0,1,2,3
0,0,7,5,6,30,6,2,1,5,1,1,3
0,0,2,3,2,30,3,4,2,4,1,1,3
0,0,5,5,6,40,9,4,0,5,1,1,3
0,0,5,7,6,30,9,4,0,0,1,2,3
0,0,7,7,3,30,9,2,0,4,4,1,3
0,0,6,5,7,70,5,4,0,0,1,2,1
0,0,5,3,6,30,3,4,1,1,1,1,3
0,0,6,6,3,40,2,2,0,0,4,1,3
0,0,5,7,3,70,6,2,0,0,7,2,2
0,0,2,6,6,40,9,3,0,0,1,1,3
0,0,2,2,3,30,9,4,0,0,1,2,3
0,0,7,4,3,50,9,4,2,4,1,1,3
0,0,4,6,6,50,9,1,0,0,1,2,2
0,0,2,6,3,30,9,4,0,0,1,1,2
0,0,3,7,6,30,9,4,0,0,1,2,2
0,0,7,7,1,30,1,4,1,0,1,1,3
0,0,4,6,6,30,3,2,0,1,1,1,3
0,0,2,1,2,30,5,2,0,0,4,1,2
0,0,2,3,6,60,9,4,0,0,1,1,3
0,0,4,6,6,30,3,3,0,8,1,2,2
0,0,5,5,6,30,9,4,1,4,1,1,3
0,0,4,4,3,30,6,2,0,0,1,2,3
0,0,5,2,6,30,9,2,0,0,5,1,3
0,0,1,4,9,30,3,2,0,5,1,1,3
0,0,1,0,6,30,1,4,0,1,4,1,3
1,0,2,5,1,30,1,4,0,0,1,1,3
0,0,2,4,3,30,6,2,0,7,1,1,3
0,0,2,4,3,50,7,2,0,5,1,1,3
0,0,4,3,6,30,7,4,0,0,4,1,2
0,0,2,6,2,30,6,2,0,4,1,1,3
0,0,2,6,6,60,6,4,0,0,7,2,3
0,0,6,6,9,30,9,4,0,0,7,2,3
0,0,1,0,6,30,1,4,0,0,5,2,3
0,0,2,5,3,30,3,2,0,0,1,1,2
0,0,2,6,6,30,9,4,2,1,1,1,3
0,0,5,7,6,30,3,4,0,1,4,2,3
0,0,3,5,3,40,7,2,0,7,1,1,3
0,0,6,3,3,30,9,2,0,4,1,1,3
0,0,2,3,9,20,8,4,0,0,1,2,2
0,0,6,4,6,30,8,1,0,4,1,1,3
0,0,3,7,3,30,7,4,0,0,1,2,3
0,0,4,5,1,50,1,2,0,0,1,1,3
0,0,4,4,2,30,5,4,0,5,1,1,3
0,0,3,6,3,30,9,4,0,0,1,2,3
0,0,5,4,9,30,7,4,0,0,1,2,3
0,0,4,5,7,70,3,4,0,0,1,2,3
0,0,3,3,6,30,3,2,2,4,1,1,3
0,0,5,5,3,30,6,2,0,4,1,1,2
0,0,3,7,3,30,3,2,0,4,7,1,3
0,0,4,4,3,30,6,4,0,0,1,2,3
0,0,1,1,6,30,1,4,0,0,4,2,2
0,0,3,2,2,30,9,4,0,0,5,1,3
0,0,3,2,1,30,1,1,0,0,1,2,3
0,0,2,5,6,30,3,4,0,4,7,2,3
0,0,2,3,3,30,3,2,0,5,1,2,3
0,0,4,4,1,30,1,4,0,8,1,2,2
0,0,7,0,3,30,6,2,0,4,4,2,3
0,0,7,3,6,30,1,4,2,4,1,1,3
0,0,7,0,6,40,9,4,0,0,7,1,3
0,0,5,5,6,30,2,4,0,0,4,1,1
0,0,3,3,9,30,3,4,2,4,1,1,3
0,0,5,6,6,50,7,4,0,0,1,2,3
0,0,5,1,6,30,3,4,0,8,4,1,2
0,0,5,4,6,30,1,1,0,0,1,2,3
0,0,5,7,6,30,3,4,0,0,1,2,1
0,0,2,6,7,40,1,4,0,0,4,1,3
0,0,5,7,6,30,3,4,2,0,4,1,3
0,0,7,3,3,50,6,4,0,0,1,2,2
0,0,2,5,6,30,6,2,0,7,1,1,3
0,0,7,5,3,70,9,4,0,0,4,2,3
1,0,7,3,3,50,7,4,0,5,1,1,3
0,0,3,4,7,30,3,2,0,0,1,1,3
0,0,3,2,7,40,5,4,0,0,1,2,3
0,0,6,6,3,50,7,2,0,4,4,1,3
0,0,3,5,3,30,9,4,0,1,6,1,3
0,0,6,3,6,30,1,2,0,5,1,1,2
0,0,4,7,7,50,6,2,0,0,4,2,3
0,0,2,6,3,30,3,2,0,4,4,2,3
0,0,3,7,6,30,3,3,0,0,1,1,3
0,0,6,6,1,30,1,4,1,0,4,1,3
0,0,7,7,1,30,2,3,0,0,4,1,2
0,0,6,5,3,50,9,4,0,0,1,2,3
0,0,4,6,3,40,6,4,0,0,4,2,3
0,0,3,5,6,40,6,4,0,8,6,1,3
0,0,5,7,6,40,3,2,0,0,4,1,3
0,0,6,5,3,30,6,4,0,5,4,1,3
0,0,2,3,6,40,8,4,0,4,1,1,3
0,0,7,1,3,40,1,4,0,0,4,2,2
1,0,4,3,7,70,5,4,0,0,1,2,3
0,0,5,3,6,30,9,2,0,1,1,1,3
0,0,2,3,6,30,9,3,0,0,1,2,3
0,0,4,5,1,30,1,4,0,0,7,1,2
0,0,7,5,6,30,3,1,0,0,4,1,3
0,0,3,6,3,70,5,4,0,0,5,2,2
0,0,7,5,3,30,9,2,0,4,4,1,3
0,0,7,0,6,30,8,4,0,0,7,1,3
0,0,3,5,3,40,9,4,0,8,4,1,3
0,0,7,6,9,40,9,4,0,0,4,2,2
0,0,6,2,6,30,9,2,0,4,1,1,3
0,0,3,0,3,30,3,4,0,0,4,2,3
0,0,7,5,7,30,5,4,0,0,4,2,3
0,0,2,5,3,30,6,2,0,0,4,1,2
0,0,2,4,9,30,9,4,0,0,4,1,3
0,0,4,6,3,70,6,4,0,0,4,2,3
0,0,2,5,6,30,3,3,0,4,4,1,2
0,0,1,1,6,60,7,4,0,0,6,2,2
0,0,7,7,2,30,3,4,0,0,4,2,3
0,0,6,1,1,70,1,4,0,0,7,1,3
1,0,2,4,6,40,3,4,0,0,1,2,3
0,0,3,6,3,30,1,4,0,4,1,1,3
0,0,5,6,6,30,3,4,0,0,5,2,2
0,0,5,2,7,60,3,4,0,0,1,2,3
0,0,7,0,6,60,9,4,0,0,6,2,1
0,0,4,2,6,30,3,4,0,1,1,2,2
0,0,7,7,6,30,6,4,0,4,7,1,3
0,0,7,7,6,60,6,2,0,5,4,1,3
0,0,6,4,3,30,3,4,0,0,1,2,2
1,0,6,5,6,60,6,4,0,0,1,2,3
0,0,7,0,6,30,2,4,0,4,4,1,3
0,0,6,5,6,60,6,4,0,4,1,1,3
0,0,5,5,6,30,9,4,0,1,1,2,3
0,0,5,4,2,30,3,4,0,4,1,1,2
0,0,3,2,6,30,9,4,1,0,1,2,3
1,0,5,5,3,70,5,4,0,0,6,1,3
0,0,4,5,6,30,6,3,0,0,4,2,3
0,0,4,6,2,30,9,4,0,0,4,2,3
0,0,4,5,3,30,9,4,0,0,4,2,3
0,0,4,7,9,60,9,4,0,0,6,2,3
0,0,6,4,6,30,5,4,0,0,1,2,2
0,0,6,5,2,30,3,4,0,0,1,2,2
0,0,2,6,6,60,9,4,0,0,1,2,1
0,0,6,7,6,60,7,4,0,0,6,2,3
0,0,3,5,2,30,3,4,0,0,1,2,2
0,0,7,6,6,60,8,4,0,0,4,2,2
0,0,7,4,9,60,6,4,0,0,1,2,2
0,0,5,5,2,30,9,4,0,0,5,2,3
0,0,7,5,6,60,9,4,0,0,6,2,2
0,0,5,5,2,60,6,4,0,0,6,2,3
0,0,4,4,1,30,2,4,0,4,1,1,2
0,0,4,7,6,30,7,4,0,0,4,2,2
0,0,7,3,6,40,9,2,0,0,1,2,3
0,0,4,0,2,30,7,4,0,0,4,1,3
0,0,6,6,6,30,3,2,0,0,1,2,2
0,0,7,5,6,30,9,2,0,4,1,2,3
0,0,3,5,6,40,6,3,0,0,1,1,3
1,2,6,5,6,60,8,4,0,0,1,2,2
0,0,7,7,6,40,6,4,0,0,4,1,3
0,0,1,5,1,30,1,4,0,4,1,2,3
0,0,6,6,1,30,1,4,0,1,1,2,3
0,0,3,2,6,30,9,3,1,4,1,2,3
1,0,7,3,6,60,9,4,0,0,1,2,3
0,0,6,6,6,30,8,4,0,0,5,1,2
0,0,3,0,6,40,6,2,0,0,7,2,3
0,0,4,5,3,30,7,2,0,0,4,2,3
1,0,7,0,6,30,9,4,0,0,4,2,3
0,0,3,4,6,60,8,2,0,0,1,2,3
0,0,5,2,6,30,7,4,0,1,1,2,3
0,0,1,5,9,60,9,4,0,0,1,2,3
0,0,7,6,6,30,9,2,0,1,7,2,3
0,0,6,3,6,60,9,4,0,1,1,2,3
0,0,7,3,6,60,9,3,0,0,1,2,2
0,0,6,5,6,60,9,3,0,0,1,2,3
0,0,1,7,2,30,3,4,0,0,4,2,3
0,0,2,3,6,30,9,3,0,1,1,2,3
0,0,1,0,6,40,9,4,0,4,4,1,3
0,0,2,5,6,30,3,3,0,0,4,2,3
0,0,7,5,6,30,6,3,0,1,4,2,2
0,0,6,2,6,60,9,2,0,0,1,2,1
0,0,6,5,6,30,7,4,0,0,1,2,2
0,0,1,7,6,60,9,4,0,0,4,2,3
0,0,6,6,3,70,3,4,0,0,6,2,1
0,0,4,5,9,30,3,4,0,0,4,2,3
0,0,4,4,6,50,8,4,0,0,6,2,3
0,0,2,6,2,30,9,4,0,0,1,2,2
0,0,7,0,2,30,9,4,0,0,7,2,3
0,0,2,4,6,30,3,4,1,0,1,2,3
0,0,7,3,3,60,3,4,0,0,1,2,2
0,0,1,0,6,30,1,4,0,0,4,2,1
0,0,1,5,6,30,3,3,0,0,4,2,3
0,0,1,6,6,60,9,1,0,0,6,2,3
0,0,7,7,6,40,6,4,0,0,4,2,1
0,0,1,7,6,30,3,4,0,0,5,2,3
0,0,4,5,6,30,9,2,0,4,1,2,2
0,0,2,7,6,30,3,2,2,4,1,2,3
0,0,7,7,6,30,3,4,0,0,5,2,3
0,0,2,6,3,30,7,2,0,4,4,1,2
0,0,5,5,3,70,1,4,0,8,4,1,3
0,0,2,5,6,40,3,4,0,5,1,2,3
1,0,7,5,6,60,8,4,0,0,1,2,3
0,0,5,2,3,40,9,4,0,0,1,1,2
0,0,4,3,9,30,9,2,0,0,1,1,2
0,0,6,6,6,60,9,3,0,0,1,2,3
0,0,3,4,3,60,9,4,0,0,1,2,3
0,0,2,4,6,30,5,4,0,0,4,2,3
0,0,3,3,1,20,9,4,0,0,1,1,3
0,0,1,0,6,20,6,4,0,0,4,1,3
0,0,5,2,2,30,9,4,0,0,5,1,3
0,0,7,5,2,60,3,4,0,0,4,2,1
0,0,1,7,3,30,1,2,0,4,7,2,3
0,0,3,0,6,30,7,3,0,0,1,2,3
0,0,2,7,6,40,3,3,0,0,4,2,3
0,0,2,2,7,70,5,4,0,0,4,2,3
1,0,3,5,6,30,7,2,0,5,4,1,3
0,0,7,1,6,20,9,4,0,4,4,1,3
0,0,2,4,6,30,9,3,0,0,1,1,2
0,0,7,6,6,20,6,2,0,4,4,1,3
0,0,7,3,3,40,9,2,0,4,1,1,2
0,0,7,6,7,30,7,4,0,5,4,1,3
0,0,4,3,3,70,3,4,0,0,1,2,2
0,0,1,2,1,70,1,1,0,0,1,1,3
0,0,5,5,3,40,1,2,2,4,1,1,3
0,0,4,7,3,70,3,4,0,0,6,2,1
0,0,1,0,6,20,9,2,0,5,4,1,2
0,0,7,5,6,30,6,3,0,0,1,2,2
0,0,3,5,6,60,5,4,0,0,1,2,2
1,0,7,3,6,60,8,4,0,0,1,2,1
0,0,3,1,1,40,1,4,0,0,1,1,3
0,0,6,7,3,70,3,4,0,0,1,2,3
0,0,2,5,6,40,9,4,0,8,1,1,3
0,0,3,1,6,20,6,4,0,1,4,1,2
0,0,4,5,7,60,6,4,0,0,1,2,2
0,0,3,0,3,40,3,4,0,0,1,1,3
0,0,1,0,6,30,2,4,0,0,4,2,3
0,0,4,4,6,60,6,3,0,0,1,2,1
0,0,4,3,3,30,9,4,2,4,1,1,3
0,0,6,6,6,20,9,4,0,0,1,1,3
0,0,5,1,6,60,3,4,0,0,6,2,1
0,0,1,6,6,20,3,4,0,0,1,2,3
0,0,6,5,9,60,6,3,0,0,1,2,3
0,0,2,2,6,50,3,2,0,4,1,1,3
0,0,3,2,3,40,1,2,0,4,1,1,3
0,0,4,0,3,70,9,4,0,0,1,2,3
0,0,5,4,3,40,5,4,0,1,1,1,3
0,0,3,5,2,30,7,4,0,0,1,2,2
0,0,7,0,6,20,5,4,0,0,4,1,3
0,0,1,7,6,30,1,4,0,8,4,1,2
0,0,4,0,6,30,9,4,0,4,1,1,3
0,0,4,0,3,40,9,4,0,4,1,1,3
0,0,4,7,6,20,7,4,0,0,4,1,3
0,0,2,6,6,30,2,4,0,4,1,1,3
0,0,6,6,3,40,9,3,0,4,4,1,3
0,0,2,7,9,60,8,4,0,0,4,1,3
0,0,3,0,6,20,9,4,0,0,4,1,3
0,0,4,5,6,60,3,3,0,0,6,2,3
0,0,3,6,6,30,7,2,2,4,4,2,2
0,0,6,6,1,40,1,2,0,4,4,1,3
0,0,3,5,6,60,8,4,0,0,6,2,1
0,0,2,6,6,30,3,3,0,0,4,1,2
0,0,6,3,3,30,7,4,0,4,1,1,1
0,0,2,5,6,60,6,3,0,0,5,2,3
0,0,3,2,1,30,1,4,0,8,4,2,3
0,0,7,0,6,60,3,4,0,0,1,2,2
0,0,2,5,6,60,3,4,0,0,6,1,2
0,0,2,4,6,30,7,4,0,8,1,1,3
0,0,5,4,6,20,3,2,0,0,1,1,3
0,0,6,5,6,40,3,4,0,1,4,1,3
0,0,4,5,2,30,9,4,0,0,7,1,3
0,0,1,1,6,60,6,4,0,0,1,2,3
0,0,5,6,6,30,3,3,0,0,4,2,2
0,0,4,2,3,70,3,4,0,0,7,2,3
0,0,6,5,6,20,7,2,0,4,1,1,2
0,0,4,2,1,40,1,4,0,8,4,2,3
0,0,4,2,6,30,3,4,2,0,1,2,3
0,0,3,7,1,70,1,4,0,4,4,1,3
0,0,5,5,3,30,1,4,0,5,1,1,2
0,0,6,2,3,70,3,4,0,0,1,2,1
0,0,4,4,3,50,1,4,0,0,1,1,2
0,0,3,3,3,30,3,4,0,0,4,1,2
0,0,6,4,3,50,3,4,0,0,1,1,1
0,0,7,5,6,30,8,4,0,0,6,2,2
0,0,2,0,6,60,3,4,0,0,4,1,1
0,0,5,5,3,50,1,4,0,8,4,1,3
0,0,2,5,6,40,3,2,0,4,4,1,3
0,0,5,2,3,40,8,4,0,0,4,1,3
0,0,6,4,6,30,8,4,0,8,1,1,2
0,0,4,5,6,30,3,4,0,4,1,2,2
0,0,2,2,3,70,3,4,0,0,4,2,1
0,0,7,5,3,70,8,4,0,0,1,2,3
0,0,6,0,6,30,8,4,0,0,6,2,3
0,0,4,6,6,30,3,4,0,5,4,1,2
0,0,7,5,1,30,1,4,0,7,1,1,2
0,0,2,5,3,70,8,4,0,8,1,2,3
0,0,1,6,1,40,8,4,0,0,4,1,3
0,0,3,3,3,70,3,4,0,0,1,2,1
0,0,6,4,6,30,1,4,0,0,1,2,2
0,0,5,5,3,30,3,2,0,4,1,1,2
0,0,5,4,6,30,3,4,2,1,1,2,2
